global_id,prompt_id,annotator_name,nli_tag,p_value,label,label_span_percentage,num_of_spans
62,302,anonymous_annotator_1,NLI GPJ - NEU,0.4,Incoherent,0.0,0
62,302,anonymous_annotator_1,NLI GPJ - NEU,0.4,Redundant,0.0,0
62,302,anonymous_annotator_2,NLI GPJ - NEU,0.4,Off-prompt,0.0,0
62,302,anonymous_annotator_2,NLI GPJ - NEU,0.4,Self-Contradiction,0.0,0
62,302,anonymous_annotator_2,NLI GPJ - NEU,0.4,Incoherent,0.0,0
62,302,anonymous_annotator_2,NLI GPJ - NEU,0.4,Redundant,0.0,0
64,360,anonymous_annotator_1,NLI GPJ - NEU,0.4,Off-prompt,0.0,0
64,360,anonymous_annotator_1,NLI GPJ - NEU,0.4,Self-Contradiction,0.0,0
64,360,anonymous_annotator_1,NLI GPJ - NEU,0.4,Incoherent,0.0,0
64,360,anonymous_annotator_1,NLI GPJ - NEU,0.4,Redundant,0.0,0
64,360,anonymous_annotator_2,NLI GPJ - NEU,0.4,Off-prompt,0.0,0
64,360,anonymous_annotator_2,NLI GPJ - NEU,0.4,Self-Contradiction,0.0,0
64,360,anonymous_annotator_2,NLI GPJ - NEU,0.4,Incoherent,0.0,0
64,360,anonymous_annotator_2,NLI GPJ - NEU,0.4,Redundant,0.0,0
65,230,anonymous_annotator_1,NLI GPJ - CON,0.96,Off-prompt,0.0,0
65,230,anonymous_annotator_1,NLI GPJ - CON,0.96,Self-Contradiction,0.0,0
65,230,anonymous_annotator_1,NLI GPJ - CON,0.96,Incoherent,0.0,0
65,230,anonymous_annotator_1,NLI GPJ - CON,0.96,Redundant,0.06,1
65,230,anonymous_annotator_2,NLI GPJ - CON,0.96,Off-prompt,0.03,1
65,230,anonymous_annotator_2,NLI GPJ - CON,0.96,Self-Contradiction,0.0,0
65,230,anonymous_annotator_2,NLI GPJ - CON,0.96,Incoherent,0.0,0
65,230,anonymous_annotator_2,NLI GPJ - CON,0.96,Redundant,0.06,1
66,80,anonymous_annotator_1,Vanilla GPTJ,0.96,Off-prompt,0.57,1
66,80,anonymous_annotator_1,Vanilla GPTJ,0.96,Self-Contradiction,0.0,0
66,80,anonymous_annotator_1,Vanilla GPTJ,0.96,Incoherent,0.0,0
66,80,anonymous_annotator_1,Vanilla GPTJ,0.96,Redundant,0.0,0
66,80,anonymous_annotator_2,Vanilla GPTJ,0.96,Off-prompt,0.57,1
66,80,anonymous_annotator_2,Vanilla GPTJ,0.96,Self-Contradiction,0.0,0
66,80,anonymous_annotator_2,Vanilla GPTJ,0.96,Incoherent,0.0,0
66,80,anonymous_annotator_2,Vanilla GPTJ,0.96,Redundant,0.0,0
67,325,anonymous_annotator_1,NLI GPJ - NEU,0.96,Off-prompt,0.0,0
67,325,anonymous_annotator_1,NLI GPJ - NEU,0.96,Self-Contradiction,0.0,0
67,325,anonymous_annotator_1,NLI GPJ - NEU,0.96,Incoherent,0.0,0
67,325,anonymous_annotator_1,NLI GPJ - NEU,0.96,Redundant,0.12,1
67,325,anonymous_annotator_2,NLI GPJ - NEU,0.96,Off-prompt,0.0,0
67,325,anonymous_annotator_2,NLI GPJ - NEU,0.96,Self-Contradiction,0.0,0
67,325,anonymous_annotator_2,NLI GPJ - NEU,0.96,Incoherent,0.0,0
67,325,anonymous_annotator_2,NLI GPJ - NEU,0.96,Redundant,0.12,1
68,209,anonymous_annotator_1,NLI GPJ - CON,0.4,Off-prompt,0.0,0
68,209,anonymous_annotator_1,NLI GPJ - CON,0.4,Self-Contradiction,0.0,0
68,209,anonymous_annotator_1,NLI GPJ - CON,0.4,Incoherent,0.0,0
68,209,anonymous_annotator_1,NLI GPJ - CON,0.4,Redundant,0.0,0
68,209,anonymous_annotator_2,NLI GPJ - CON,0.4,Off-prompt,0.0,0
68,209,anonymous_annotator_2,NLI GPJ - CON,0.4,Self-Contradiction,0.0,0
68,209,anonymous_annotator_2,NLI GPJ - CON,0.4,Incoherent,0.0,0
68,209,anonymous_annotator_2,NLI GPJ - CON,0.4,Redundant,0.0,0
71,314,anonymous_annotator_1,NLI GPJ - NEU,0.4,Off-prompt,0.07,1
71,314,anonymous_annotator_1,NLI GPJ - NEU,0.4,Self-Contradiction,0.0,0
71,314,anonymous_annotator_1,NLI GPJ - NEU,0.4,Incoherent,0.0,0
71,314,anonymous_annotator_1,NLI GPJ - NEU,0.4,Redundant,0.0,0
71,314,anonymous_annotator_2,NLI GPJ - NEU,0.4,Off-prompt,0.07,1
71,314,anonymous_annotator_2,NLI GPJ - NEU,0.4,Self-Contradiction,0.0,0
71,314,anonymous_annotator_2,NLI GPJ - NEU,0.4,Incoherent,0.11,1
71,314,anonymous_annotator_2,NLI GPJ - NEU,0.4,Redundant,0.0,0
73,56,anonymous_annotator_1,Vanilla GPTJ,0.4,Off-prompt,0.0,0
73,56,anonymous_annotator_1,Vanilla GPTJ,0.4,Self-Contradiction,0.0,0
73,56,anonymous_annotator_1,Vanilla GPTJ,0.4,Incoherent,0.0,0
73,56,anonymous_annotator_1,Vanilla GPTJ,0.4,Redundant,0.49,1
73,56,anonymous_annotator_2,Vanilla GPTJ,0.4,Off-prompt,0.0,0
73,56,anonymous_annotator_2,Vanilla GPTJ,0.4,Self-Contradiction,0.0,0
73,56,anonymous_annotator_2,Vanilla GPTJ,0.4,Incoherent,0.0,0
73,56,anonymous_annotator_2,Vanilla GPTJ,0.4,Redundant,0.49,1
74,200,anonymous_annotator_1,NLI GPJ - CON,0.4,Off-prompt,0.0,0
74,200,anonymous_annotator_1,NLI GPJ - CON,0.4,Self-Contradiction,0.0,0
74,200,anonymous_annotator_1,NLI GPJ - CON,0.4,Incoherent,0.29,1
74,200,anonymous_annotator_1,NLI GPJ - CON,0.4,Redundant,0.0,0
74,200,anonymous_annotator_2,NLI GPJ - CON,0.4,Off-prompt,0.98,2
74,200,anonymous_annotator_2,NLI GPJ - CON,0.4,Self-Contradiction,0.0,0
74,200,anonymous_annotator_2,NLI GPJ - CON,0.4,Incoherent,0.0,0
74,200,anonymous_annotator_2,NLI GPJ - CON,0.4,Redundant,0.0,0
75,326,anonymous_annotator_1,NLI GPJ - NEU,0.96,Off-prompt,0.29,1
75,326,anonymous_annotator_1,NLI GPJ - NEU,0.96,Self-Contradiction,0.0,0
75,326,anonymous_annotator_1,NLI GPJ - NEU,0.96,Incoherent,0.0,0
75,326,anonymous_annotator_1,NLI GPJ - NEU,0.96,Redundant,0.0,0
75,326,anonymous_annotator_2,NLI GPJ - NEU,0.96,Off-prompt,0.0,0
75,326,anonymous_annotator_2,NLI GPJ - NEU,0.96,Self-Contradiction,0.0,0
75,326,anonymous_annotator_2,NLI GPJ - NEU,0.96,Incoherent,0.0,0
75,326,anonymous_annotator_2,NLI GPJ - NEU,0.96,Redundant,0.0,0
76,71,anonymous_annotator_1,Vanilla GPTJ,0.4,Off-prompt,0.0,0
76,71,anonymous_annotator_1,Vanilla GPTJ,0.4,Self-Contradiction,0.0,0
76,71,anonymous_annotator_1,Vanilla GPTJ,0.4,Incoherent,0.0,0
76,71,anonymous_annotator_1,Vanilla GPTJ,0.4,Redundant,0.07,2
76,71,anonymous_annotator_2,Vanilla GPTJ,0.4,Off-prompt,0.0,0
76,71,anonymous_annotator_2,Vanilla GPTJ,0.4,Self-Contradiction,0.0,0
76,71,anonymous_annotator_2,Vanilla GPTJ,0.4,Incoherent,0.0,0
76,71,anonymous_annotator_2,Vanilla GPTJ,0.4,Redundant,0.0,0
77,353,anonymous_annotator_1,NLI GPJ - NEU,0.4,Off-prompt,0.0,0
77,353,anonymous_annotator_1,NLI GPJ - NEU,0.4,Self-Contradiction,0.0,0
77,353,anonymous_annotator_1,NLI GPJ - NEU,0.4,Incoherent,0.03,1
77,353,anonymous_annotator_1,NLI GPJ - NEU,0.4,Redundant,0.06,1
77,353,anonymous_annotator_2,NLI GPJ - NEU,0.4,Off-prompt,0.0,0
77,353,anonymous_annotator_2,NLI GPJ - NEU,0.4,Self-Contradiction,0.0,0
77,353,anonymous_annotator_2,NLI GPJ - NEU,0.4,Incoherent,0.0,0
77,353,anonymous_annotator_2,NLI GPJ - NEU,0.4,Redundant,0.06,1
79,154,anonymous_annotator_1,NLI GPJ - ENT,0.4,Off-prompt,0.0,0
79,154,anonymous_annotator_1,NLI GPJ - ENT,0.4,Self-Contradiction,0.0,0
79,154,anonymous_annotator_1,NLI GPJ - ENT,0.4,Incoherent,0.11,1
79,154,anonymous_annotator_1,NLI GPJ - ENT,0.4,Redundant,0.18,1
79,154,anonymous_annotator_2,NLI GPJ - ENT,0.4,Off-prompt,0.0,0
79,154,anonymous_annotator_2,NLI GPJ - ENT,0.4,Self-Contradiction,0.0,0
79,154,anonymous_annotator_2,NLI GPJ - ENT,0.4,Incoherent,0.09,1
79,154,anonymous_annotator_2,NLI GPJ - ENT,0.4,Redundant,0.14,1
82,155,anonymous_annotator_1,NLI GPJ - ENT,0.4,Off-prompt,0.0,0
82,155,anonymous_annotator_1,NLI GPJ - ENT,0.4,Self-Contradiction,0.0,0
82,155,anonymous_annotator_1,NLI GPJ - ENT,0.4,Incoherent,0.0,0
82,155,anonymous_annotator_1,NLI GPJ - ENT,0.4,Redundant,0.25,1
82,155,anonymous_annotator_2,NLI GPJ - ENT,0.4,Off-prompt,0.0,0
82,155,anonymous_annotator_2,NLI GPJ - ENT,0.4,Self-Contradiction,0.0,0
82,155,anonymous_annotator_2,NLI GPJ - ENT,0.4,Incoherent,0.0,0
82,155,anonymous_annotator_2,NLI GPJ - ENT,0.4,Redundant,0.25,1
83,7,anonymous_annotator_1,Vanilla GPTJ,0.4,Off-prompt,0.0,0
83,7,anonymous_annotator_1,Vanilla GPTJ,0.4,Self-Contradiction,0.0,0
83,7,anonymous_annotator_1,Vanilla GPTJ,0.4,Incoherent,0.0,0
83,7,anonymous_annotator_1,Vanilla GPTJ,0.4,Redundant,0.0,0
83,7,anonymous_annotator_2,Vanilla GPTJ,0.4,Off-prompt,0.0,0
83,7,anonymous_annotator_2,Vanilla GPTJ,0.4,Self-Contradiction,0.0,0
83,7,anonymous_annotator_2,Vanilla GPTJ,0.4,Incoherent,0.0,0
83,7,anonymous_annotator_2,Vanilla GPTJ,0.4,Redundant,0.0,0
84,231,anonymous_annotator_1,NLI GPJ - CON,0.96,Off-prompt,0.36,1
84,231,anonymous_annotator_1,NLI GPJ - CON,0.96,Self-Contradiction,0.0,0
84,231,anonymous_annotator_1,NLI GPJ - CON,0.96,Incoherent,0.0,0
84,231,anonymous_annotator_1,NLI GPJ - CON,0.96,Redundant,0.0,0
84,231,anonymous_annotator_2,NLI GPJ - CON,0.96,Off-prompt,0.0,0
84,231,anonymous_annotator_2,NLI GPJ - CON,0.96,Self-Contradiction,0.0,0
84,231,anonymous_annotator_2,NLI GPJ - CON,0.96,Incoherent,0.0,0
84,231,anonymous_annotator_2,NLI GPJ - CON,0.96,Redundant,0.0,0
85,162,anonymous_annotator_1,NLI GPJ - ENT,0.4,Off-prompt,0.0,0
85,162,anonymous_annotator_1,NLI GPJ - ENT,0.4,Self-Contradiction,0.0,0
85,162,anonymous_annotator_1,NLI GPJ - ENT,0.4,Incoherent,0.0,0
85,162,anonymous_annotator_1,NLI GPJ - ENT,0.4,Redundant,0.0,0
85,162,anonymous_annotator_2,NLI GPJ - ENT,0.4,Off-prompt,0.0,0
85,162,anonymous_annotator_2,NLI GPJ - ENT,0.4,Self-Contradiction,0.0,0
85,162,anonymous_annotator_2,NLI GPJ - ENT,0.4,Incoherent,0.0,0
85,162,anonymous_annotator_2,NLI GPJ - ENT,0.4,Redundant,0.0,0
86,223,anonymous_annotator_1,NLI GPJ - CON,0.4,Off-prompt,0.0,0
86,223,anonymous_annotator_1,NLI GPJ - CON,0.4,Self-Contradiction,0.0,0
86,223,anonymous_annotator_1,NLI GPJ - CON,0.4,Incoherent,0.06,1
86,223,anonymous_annotator_1,NLI GPJ - CON,0.4,Redundant,0.0,0
86,223,anonymous_annotator_2,NLI GPJ - CON,0.4,Off-prompt,0.0,0
86,223,anonymous_annotator_2,NLI GPJ - CON,0.4,Self-Contradiction,0.0,0
86,223,anonymous_annotator_2,NLI GPJ - CON,0.4,Incoherent,0.0,0
86,223,anonymous_annotator_2,NLI GPJ - CON,0.4,Redundant,0.0,0
87,247,anonymous_annotator_1,NLI GPJ - CON,0.96,Off-prompt,1.0,2
87,247,anonymous_annotator_1,NLI GPJ - CON,0.96,Self-Contradiction,0.0,0
87,247,anonymous_annotator_1,NLI GPJ - CON,0.96,Incoherent,0.0,0
87,247,anonymous_annotator_1,NLI GPJ - CON,0.96,Redundant,0.0,0
87,247,anonymous_annotator_2,NLI GPJ - CON,0.96,Off-prompt,1.0,1
87,247,anonymous_annotator_2,NLI GPJ - CON,0.96,Self-Contradiction,0.0,0
87,247,anonymous_annotator_2,NLI GPJ - CON,0.96,Incoherent,0.0,0
87,247,anonymous_annotator_2,NLI GPJ - CON,0.96,Redundant,0.0,0
88,130,anonymous_annotator_1,NLI GPJ - ENT,0.96,Off-prompt,0.07,1
88,130,anonymous_annotator_1,NLI GPJ - ENT,0.96,Self-Contradiction,0.0,0
88,130,anonymous_annotator_1,NLI GPJ - ENT,0.96,Incoherent,0.0,0
88,130,anonymous_annotator_1,NLI GPJ - ENT,0.96,Redundant,0.23,1
88,130,anonymous_annotator_2,NLI GPJ - ENT,0.96,Off-prompt,0.3,1
88,130,anonymous_annotator_2,NLI GPJ - ENT,0.96,Self-Contradiction,0.23,1
88,130,anonymous_annotator_2,NLI GPJ - ENT,0.96,Incoherent,0.0,0
88,130,anonymous_annotator_2,NLI GPJ - ENT,0.96,Redundant,0.23,1
89,1,anonymous_annotator_1,Vanilla GPTJ,0.4,Off-prompt,0.0,0
89,1,anonymous_annotator_1,Vanilla GPTJ,0.4,Self-Contradiction,0.0,0
89,1,anonymous_annotator_1,Vanilla GPTJ,0.4,Incoherent,0.0,0
89,1,anonymous_annotator_1,Vanilla GPTJ,0.4,Redundant,0.5,1
89,1,anonymous_annotator_2,Vanilla GPTJ,0.4,Off-prompt,0.0,0
89,1,anonymous_annotator_2,Vanilla GPTJ,0.4,Self-Contradiction,0.0,0
89,1,anonymous_annotator_2,Vanilla GPTJ,0.4,Incoherent,0.0,0
89,1,anonymous_annotator_2,Vanilla GPTJ,0.4,Redundant,0.5,1
92,399,anonymous_annotator_1,NLI GPJ - NEU,0.96,Off-prompt,0.0,0
92,399,anonymous_annotator_1,NLI GPJ - NEU,0.96,Self-Contradiction,0.13,1
92,399,anonymous_annotator_1,NLI GPJ - NEU,0.96,Incoherent,0.0,0
92,399,anonymous_annotator_1,NLI GPJ - NEU,0.96,Redundant,0.0,0
92,399,anonymous_annotator_2,NLI GPJ - NEU,0.96,Off-prompt,0.0,0
92,399,anonymous_annotator_2,NLI GPJ - NEU,0.96,Self-Contradiction,0.31,1
92,399,anonymous_annotator_2,NLI GPJ - NEU,0.96,Incoherent,0.0,0
92,399,anonymous_annotator_2,NLI GPJ - NEU,0.96,Redundant,0.1,2
95,125,anonymous_annotator_1,NLI GPJ - ENT,0.96,Off-prompt,0.0,0
95,125,anonymous_annotator_1,NLI GPJ - ENT,0.96,Self-Contradiction,0.0,0
95,125,anonymous_annotator_1,NLI GPJ - ENT,0.96,Incoherent,0.0,0
95,125,anonymous_annotator_1,NLI GPJ - ENT,0.96,Redundant,0.0,0
95,125,anonymous_annotator_2,NLI GPJ - ENT,0.96,Off-prompt,0.0,0
95,125,anonymous_annotator_2,NLI GPJ - ENT,0.96,Self-Contradiction,0.0,0
95,125,anonymous_annotator_2,NLI GPJ - ENT,0.96,Incoherent,0.0,0
95,125,anonymous_annotator_2,NLI GPJ - ENT,0.96,Redundant,0.0,0
96,261,anonymous_annotator_1,NLI GPJ - CON,0.4,Off-prompt,0.0,0
96,261,anonymous_annotator_1,NLI GPJ - CON,0.4,Self-Contradiction,0.0,0
96,261,anonymous_annotator_1,NLI GPJ - CON,0.4,Incoherent,0.0,0
96,261,anonymous_annotator_1,NLI GPJ - CON,0.4,Redundant,0.0,0
96,261,anonymous_annotator_2,NLI GPJ - CON,0.4,Off-prompt,0.0,0
96,261,anonymous_annotator_2,NLI GPJ - CON,0.4,Self-Contradiction,0.0,0
96,261,anonymous_annotator_2,NLI GPJ - CON,0.4,Incoherent,0.0,0
96,261,anonymous_annotator_2,NLI GPJ - CON,0.4,Redundant,0.0,0
98,362,anonymous_annotator_1,NLI GPJ - NEU,0.4,Off-prompt,0.0,0
98,362,anonymous_annotator_1,NLI GPJ - NEU,0.4,Self-Contradiction,0.0,0
98,362,anonymous_annotator_1,NLI GPJ - NEU,0.4,Incoherent,0.0,0
98,362,anonymous_annotator_1,NLI GPJ - NEU,0.4,Redundant,0.19,1
98,362,anonymous_annotator_2,NLI GPJ - NEU,0.4,Off-prompt,0.0,0
98,362,anonymous_annotator_2,NLI GPJ - NEU,0.4,Self-Contradiction,0.0,0
98,362,anonymous_annotator_2,NLI GPJ - NEU,0.4,Incoherent,0.0,0
98,362,anonymous_annotator_2,NLI GPJ - NEU,0.4,Redundant,0.37,1
99,29,anonymous_annotator_1,Vanilla GPTJ,0.96,Off-prompt,0.73,3
99,29,anonymous_annotator_1,Vanilla GPTJ,0.96,Self-Contradiction,0.15,1
99,29,anonymous_annotator_1,Vanilla GPTJ,0.96,Incoherent,0.0,0
99,29,anonymous_annotator_1,Vanilla GPTJ,0.96,Redundant,0.05,1
99,29,anonymous_annotator_2,Vanilla GPTJ,0.96,Off-prompt,0.31,1
99,29,anonymous_annotator_2,Vanilla GPTJ,0.96,Self-Contradiction,0.0,0
99,29,anonymous_annotator_2,Vanilla GPTJ,0.96,Incoherent,0.15,2
99,29,anonymous_annotator_2,Vanilla GPTJ,0.96,Redundant,0.05,1
103,296,anonymous_annotator_1,NLI GPJ - CON,0.96,Off-prompt,0.0,0
103,296,anonymous_annotator_1,NLI GPJ - CON,0.96,Self-Contradiction,0.33,1
103,296,anonymous_annotator_1,NLI GPJ - CON,0.96,Incoherent,0.0,0
103,296,anonymous_annotator_1,NLI GPJ - CON,0.96,Redundant,0.0,0
103,296,anonymous_annotator_2,NLI GPJ - CON,0.96,Off-prompt,0.1,1
103,296,anonymous_annotator_2,NLI GPJ - CON,0.96,Self-Contradiction,0.33,1
103,296,anonymous_annotator_2,NLI GPJ - CON,0.96,Incoherent,0.0,0
103,296,anonymous_annotator_2,NLI GPJ - CON,0.96,Redundant,0.0,0
104,19,anonymous_annotator_1,Vanilla GPTJ,0.4,Off-prompt,0.0,0
104,19,anonymous_annotator_1,Vanilla GPTJ,0.4,Self-Contradiction,0.0,0
104,19,anonymous_annotator_1,Vanilla GPTJ,0.4,Incoherent,0.0,0
104,19,anonymous_annotator_1,Vanilla GPTJ,0.4,Redundant,0.0,0
104,19,anonymous_annotator_2,Vanilla GPTJ,0.4,Off-prompt,0.0,0
104,19,anonymous_annotator_2,Vanilla GPTJ,0.4,Self-Contradiction,0.0,0
104,19,anonymous_annotator_2,Vanilla GPTJ,0.4,Incoherent,0.0,0
104,19,anonymous_annotator_2,Vanilla GPTJ,0.4,Redundant,0.0,0
106,385,anonymous_annotator_1,NLI GPJ - NEU,0.96,Off-prompt,0.44,1
106,385,anonymous_annotator_1,NLI GPJ - NEU,0.96,Self-Contradiction,0.0,0
106,385,anonymous_annotator_1,NLI GPJ - NEU,0.96,Incoherent,0.0,0
106,385,anonymous_annotator_1,NLI GPJ - NEU,0.96,Redundant,0.0,0
106,385,anonymous_annotator_2,NLI GPJ - NEU,0.96,Off-prompt,0.0,0
106,385,anonymous_annotator_2,NLI GPJ - NEU,0.96,Self-Contradiction,0.0,0
106,385,anonymous_annotator_2,NLI GPJ - NEU,0.96,Incoherent,0.0,0
106,385,anonymous_annotator_2,NLI GPJ - NEU,0.96,Redundant,0.08,1
107,143,anonymous_annotator_1,NLI GPJ - ENT,0.96,Off-prompt,0.13,2
107,143,anonymous_annotator_1,NLI GPJ - ENT,0.96,Self-Contradiction,0.12,1
107,143,anonymous_annotator_1,NLI GPJ - ENT,0.96,Incoherent,0.0,0
107,143,anonymous_annotator_1,NLI GPJ - ENT,0.96,Redundant,0.0,0
107,143,anonymous_annotator_2,NLI GPJ - ENT,0.96,Off-prompt,0.1,1
107,143,anonymous_annotator_2,NLI GPJ - ENT,0.96,Self-Contradiction,0.0,0
107,143,anonymous_annotator_2,NLI GPJ - ENT,0.96,Incoherent,0.16,1
107,143,anonymous_annotator_2,NLI GPJ - ENT,0.96,Redundant,0.12,2
108,306,anonymous_annotator_1,NLI GPJ - NEU,0.4,Off-prompt,0.0,0
108,306,anonymous_annotator_1,NLI GPJ - NEU,0.4,Self-Contradiction,0.0,0
108,306,anonymous_annotator_1,NLI GPJ - NEU,0.4,Incoherent,0.0,0
108,306,anonymous_annotator_1,NLI GPJ - NEU,0.4,Redundant,0.34,2
108,306,anonymous_annotator_2,NLI GPJ - NEU,0.4,Off-prompt,0.0,0
108,306,anonymous_annotator_2,NLI GPJ - NEU,0.4,Self-Contradiction,0.0,0
108,306,anonymous_annotator_2,NLI GPJ - NEU,0.4,Incoherent,0.0,0
108,306,anonymous_annotator_2,NLI GPJ - NEU,0.4,Redundant,0.19,1
109,256,anonymous_annotator_1,NLI GPJ - CON,0.4,Off-prompt,0.0,0
109,256,anonymous_annotator_1,NLI GPJ - CON,0.4,Self-Contradiction,0.0,0
109,256,anonymous_annotator_1,NLI GPJ - CON,0.4,Incoherent,0.0,0
109,256,anonymous_annotator_1,NLI GPJ - CON,0.4,Redundant,0.0,0
109,256,anonymous_annotator_2,NLI GPJ - CON,0.4,Off-prompt,0.0,0
109,256,anonymous_annotator_2,NLI GPJ - CON,0.4,Self-Contradiction,0.0,0
109,256,anonymous_annotator_2,NLI GPJ - CON,0.4,Incoherent,0.0,0
109,256,anonymous_annotator_2,NLI GPJ - CON,0.4,Redundant,0.0,0
110,89,anonymous_annotator_1,Vanilla GPTJ,0.96,Off-prompt,0.0,0
110,89,anonymous_annotator_1,Vanilla GPTJ,0.96,Self-Contradiction,0.0,0
110,89,anonymous_annotator_1,Vanilla GPTJ,0.96,Incoherent,0.13,1
110,89,anonymous_annotator_1,Vanilla GPTJ,0.96,Redundant,0.0,0
110,89,anonymous_annotator_2,Vanilla GPTJ,0.96,Off-prompt,0.0,0
110,89,anonymous_annotator_2,Vanilla GPTJ,0.96,Self-Contradiction,0.0,0
110,89,anonymous_annotator_2,Vanilla GPTJ,0.96,Incoherent,0.13,1
110,89,anonymous_annotator_2,Vanilla GPTJ,0.96,Redundant,0.0,0
111,376,anonymous_annotator_1,NLI GPJ - NEU,0.96,Off-prompt,0.0,0
111,376,anonymous_annotator_1,NLI GPJ - NEU,0.96,Self-Contradiction,0.0,0
111,376,anonymous_annotator_1,NLI GPJ - NEU,0.96,Incoherent,0.14,1
111,376,anonymous_annotator_1,NLI GPJ - NEU,0.96,Redundant,0.07,1
111,376,anonymous_annotator_2,NLI GPJ - NEU,0.96,Off-prompt,0.0,0
111,376,anonymous_annotator_2,NLI GPJ - NEU,0.96,Self-Contradiction,0.0,0
111,376,anonymous_annotator_2,NLI GPJ - NEU,0.96,Incoherent,0.0,0
111,376,anonymous_annotator_2,NLI GPJ - NEU,0.96,Redundant,0.0,0
112,307,anonymous_annotator_1,NLI GPJ - NEU,0.4,Off-prompt,0.0,0
112,307,anonymous_annotator_1,NLI GPJ - NEU,0.4,Self-Contradiction,0.0,0
112,307,anonymous_annotator_1,NLI GPJ - NEU,0.4,Incoherent,0.0,0
112,307,anonymous_annotator_1,NLI GPJ - NEU,0.4,Redundant,0.0,0
112,307,anonymous_annotator_2,NLI GPJ - NEU,0.4,Off-prompt,0.0,0
112,307,anonymous_annotator_2,NLI GPJ - NEU,0.4,Self-Contradiction,0.0,0
112,307,anonymous_annotator_2,NLI GPJ - NEU,0.4,Incoherent,0.0,0
112,307,anonymous_annotator_2,NLI GPJ - NEU,0.4,Redundant,0.0,0
113,320,anonymous_annotator_1,NLI GPJ - NEU,0.4,Off-prompt,0.0,0
113,320,anonymous_annotator_1,NLI GPJ - NEU,0.4,Self-Contradiction,0.0,0
113,320,anonymous_annotator_1,NLI GPJ - NEU,0.4,Incoherent,0.0,0
113,320,anonymous_annotator_1,NLI GPJ - NEU,0.4,Redundant,0.0,0
113,320,anonymous_annotator_2,NLI GPJ - NEU,0.4,Off-prompt,0.0,0
113,320,anonymous_annotator_2,NLI GPJ - NEU,0.4,Self-Contradiction,0.0,0
113,320,anonymous_annotator_2,NLI GPJ - NEU,0.4,Incoherent,0.14,2
113,320,anonymous_annotator_2,NLI GPJ - NEU,0.4,Redundant,0.0,0
114,176,anonymous_annotator_1,NLI GPJ - ENT,0.96,Off-prompt,0.03,1
114,176,anonymous_annotator_1,NLI GPJ - ENT,0.96,Self-Contradiction,0.0,0
114,176,anonymous_annotator_1,NLI GPJ - ENT,0.96,Incoherent,0.0,0
114,176,anonymous_annotator_1,NLI GPJ - ENT,0.96,Redundant,0.0,0
114,176,anonymous_annotator_2,NLI GPJ - ENT,0.96,Off-prompt,0.1,1
114,176,anonymous_annotator_2,NLI GPJ - ENT,0.96,Self-Contradiction,0.0,0
114,176,anonymous_annotator_2,NLI GPJ - ENT,0.96,Incoherent,0.0,0
114,176,anonymous_annotator_2,NLI GPJ - ENT,0.96,Redundant,0.0,0
115,141,anonymous_annotator_1,NLI GPJ - ENT,0.96,Off-prompt,0.0,0
115,141,anonymous_annotator_1,NLI GPJ - ENT,0.96,Self-Contradiction,0.0,0
115,141,anonymous_annotator_1,NLI GPJ - ENT,0.96,Incoherent,0.27,1
115,141,anonymous_annotator_1,NLI GPJ - ENT,0.96,Redundant,0.15,1
115,141,anonymous_annotator_2,NLI GPJ - ENT,0.96,Off-prompt,0.07,1
115,141,anonymous_annotator_2,NLI GPJ - ENT,0.96,Self-Contradiction,0.0,0
115,141,anonymous_annotator_2,NLI GPJ - ENT,0.96,Incoherent,0.13,1
115,141,anonymous_annotator_2,NLI GPJ - ENT,0.96,Redundant,0.0,0
116,305,anonymous_annotator_1,NLI GPJ - NEU,0.4,Off-prompt,0.0,0
116,305,anonymous_annotator_1,NLI GPJ - NEU,0.4,Self-Contradiction,0.0,0
116,305,anonymous_annotator_1,NLI GPJ - NEU,0.4,Incoherent,0.0,0
116,305,anonymous_annotator_1,NLI GPJ - NEU,0.4,Redundant,0.06,1
116,305,anonymous_annotator_2,NLI GPJ - NEU,0.4,Off-prompt,0.0,0
116,305,anonymous_annotator_2,NLI GPJ - NEU,0.4,Self-Contradiction,0.0,0
116,305,anonymous_annotator_2,NLI GPJ - NEU,0.4,Incoherent,0.0,0
116,305,anonymous_annotator_2,NLI GPJ - NEU,0.4,Redundant,0.0,0
117,122,anonymous_annotator_1,NLI GPJ - ENT,0.4,Off-prompt,0.0,0
117,122,anonymous_annotator_1,NLI GPJ - ENT,0.4,Self-Contradiction,0.0,0
117,122,anonymous_annotator_1,NLI GPJ - ENT,0.4,Incoherent,0.0,0
117,122,anonymous_annotator_1,NLI GPJ - ENT,0.4,Redundant,0.1,2
117,122,anonymous_annotator_2,NLI GPJ - ENT,0.4,Off-prompt,0.0,0
117,122,anonymous_annotator_2,NLI GPJ - ENT,0.4,Self-Contradiction,0.0,0
117,122,anonymous_annotator_2,NLI GPJ - ENT,0.4,Incoherent,0.0,0
117,122,anonymous_annotator_2,NLI GPJ - ENT,0.4,Redundant,0.1,1
118,226,anonymous_annotator_1,NLI GPJ - CON,0.96,Off-prompt,0.21,1
118,226,anonymous_annotator_1,NLI GPJ - CON,0.96,Self-Contradiction,0.0,0
118,226,anonymous_annotator_1,NLI GPJ - CON,0.96,Incoherent,0.28,1
118,226,anonymous_annotator_1,NLI GPJ - CON,0.96,Redundant,0.0,0
